onset	duration	trial_type	correct
0.0245	20	3	0
20.007	2	1	1
24.0055	2	1	1
29.0036	2	1	0
36.0009	2	1	1
40.0094	2	1	1
45.0075	2	1	1
51.0052	2	1	1
63.0107	2	1	1
70.008	2	1	1
76.0058	2	1	0
82.0035	2	1	1
89.0009	2	1	1
93.0093	2	1	1
103.0056	2	1	1
108.0037	2	1	1
115.001	2	1	1
120.0091	2	4	1
126.0068	2	4	1
133.0042	2	4	1
137.0027	2	4	1
141.0012	2	4	1
146.0093	2	4	1
158.0047	2	4	1
165.0021	2	4	1
170.0102	20	3	0
190.003	2	2	1
194.0012	2	2	1
200.0089	2	2	1
207.0062	2	2	1
213.004	2	2	1
220.0013	2	2	1
225.0094	2	2	1
235.0056	2	2	1
240.0037	2	4	1
246.0014	2	4	1
257.0072	2	4	1
264.0046	2	4	1
270.0023	2	4	1
277.0097	2	4	1
281.0082	2	4	0
285.0066	2	4	1
290.0048	2	2	1
295.0029	2	2	1
302.0103	2	2	1
306.0088	2	2	1
312.0065	2	2	1
317.0046	2	2	1
323.0023	2	2	1
333.0085	2	2	1
340.0058	20	3	0
