onset	duration	trial_type	correct
0.0259	20	3	0
20.0088	2	2	1
25.0065	2	2	1
37.002	2	2	1
44.0093	2	2	1
51.0067	2	2	1
57.0045	2	2	1
62.0025	2	2	1
66.001	2	2	0
70.0095	2	2	0
76.0072	2	2	1
83.0045	2	2	1
87.003	2	2	1
98.0089	2	2	1
104.0066	2	2	1
109.0047	2	2	1
113.0032	2	2	1
120.0105	2	1	1
124.009	2	1	1
130.0067	2	1	1
137.004	2	1	1
141.0025	2	1	1
146.0106	2	1	1
159.0057	2	1	1
165.0034	2	1	0
170.0015	20	3	0
190.004	2	4	1
195.0021	2	4	1
205.0083	2	4	1
212.0056	2	4	1
216.0041	2	4	1
222.0019	2	4	1
227.01	2	4	1
233.0077	2	4	1
240.005	2	1	1
247.0023	2	1	1
252.0105	2	1	1
258.0082	2	1	1
265.0056	2	1	1
271.0033	2	1	1
281.0095	2	1	1
286.0076	2	1	1
290.0061	2	4	1
297.0034	2	4	1
301.0019	2	4	1
312.0078	2	4	1
316.0063	2	4	1
322.004	2	4	1
329.0013	2	4	1
335.0091	2	4	0
340.0072	20	3	0
