onset	duration	trial_type	correct
0.0235	20	3	0
20.0034	2	1	1
24.0034	2	1	1
29.0034	2	1	0
36.0034	2	1	1
40.0033	2	1	1
45.0033	2	1	0
51.0033	2	1	1
63.0032	2	1	1
70.0032	2	1	1
76.0032	2	1	0
82.0032	2	1	1
89.0031	2	1	1
93.0031	2	1	1
103.0031	2	1	1
108.0031	2	1	1
115.003	2	1	1
120.003	2	4	1
126.003	2	4	1
133.0029	2	4	0
137.0029	2	4	1
141.0029	2	4	1
146.0029	2	4	1
158.0028	2	4	1
165.0028	2	4	1
170.0028	20	3	0
190.0031	2	2	0
194.0028	2	2	1
200.0027	2	2	1
207.0027	2	2	1
213.0027	2	2	1
220.0026	2	2	1
225.0026	2	2	1
235.0026	2	2	1
240.0025	2	4	1
246.0025	2	4	1
257.0024	2	4	1
264.0023	2	4	1
270.0024	2	4	1
277.0023	2	4	1
281.0023	2	4	0
285.0023	2	4	1
290.0023	2	2	1
295.0023	2	2	1
302.0023	2	2	1
306.0023	2	2	1
312.0022	2	2	1
317.0022	2	2	1
323.0022	2	2	1
333.0021	2	2	1
340.0021	20	3	0
