onset	duration	trial_type	correct
0.0207	20	3	0
20.0036	2	2	1
25.0014	2	2	1
32.0088	2	2	1
39.0061	2	2	1
45.0039	2	2	1
57.0094	2	2	1
62.0075	2	2	1
66.0061	2	2	1
70.0047	2	2	1
74.0031	2	2	1
85.0089	2	2	1
92.0063	2	2	1
98.0041	2	2	1
105.0015	2	2	1
109.01	2	2	1
115.0077	2	2	1
120.0058	2	1	1
125.0039	2	1	1
132.0013	2	1	1
139.0087	2	1	0
145.0065	2	1	1
155.0027	2	1	1
160.0008	2	1	0
164.0093	2	1	1
170.0071	20	3	0
190.0096	2	4	1
195.0077	2	4	1
202.0051	2	4	1
206.0036	2	4	1
212.0014	2	4	1
219.0088	2	4	1
231.0043	2	4	1
235.0028	2	4	0
240.0009	2	1	1
247.0082	2	1	1
251.0068	2	1	0
263.0023	2	1	1
268.0104	2	1	0
272.0089	2	1	1
279.0063	2	1	1
284.0045	2	1	0
290.0022	2	4	1
294.0007	2	4	1
299.0088	2	4	1
305.0066	2	4	1
311.0044	2	4	1
316.0025	2	4	1
320.001	2	4	1
333.0061	2	4	1
340.0035	20	3	0
