onset	duration	trial_type	correct
0.0235	20	3	0
20.006	2	4	1
26.0038	2	4	1
36.01	2	4	1
41.0082	2	4	1
47.0059	2	4	1
52.0041	2	4	1
59.0014	2	4	1
63.0099	2	4	1
70.0073	2	4	1
76.0051	2	4	1
82.0028	2	4	1
89.0102	2	4	1
93.0087	2	4	1
100.0061	2	4	1
105.0042	2	4	1
115.0105	2	4	1
120.0091	2	2	1
125.0068	2	2	1
129.0053	2	2	1
136.0027	2	2	1
142.0105	2	2	1
147.0086	2	2	1
159.0041	2	2	1
166.0015	2	2	1
170.0099	20	3	0
190.0025	2	1	1
197.0098	2	1	1
209.0054	2	1	1
213.0039	2	1	1
218.002	2	1	0
224.0097	2	1	1
229.0079	2	1	1
236.0053	2	1	0
240.0038	2	2	1
247.0012	2	2	1
260.0064	2	2	1
265.0045	2	2	1
269.003	2	2	1
275.0007	2	2	1
280.0089	2	2	1
286.0066	2	2	1
290.0051	2	1	1
295.0032	2	1	1
299.0017	2	1	1
306.0091	2	1	1
310.0076	2	1	1
315.0057	2	1	0
327.0012	2	1	1
334.0086	2	1	1
340.0064	20	3	0
