onset	duration	trial_type	correct
0.0253	20	3	0
20.0077	2	1	1
27.0051	2	1	1
33.0028	2	1	1
38.0009	2	1	1
43.009	2	1	1
47.0075	2	1	1
54.0048	2	1	1
66.0103	2	1	1
70.0088	2	1	1
77.0061	2	1	1
89.0016	2	1	1
94.0097	2	1	1
99.0078	2	1	0
103.0063	2	1	1
110.0036	2	1	1
114.0021	2	1	1
120.0098	2	4	1
127.0072	2	4	1
133.0049	2	4	1
137.0034	2	4	1
142.0015	2	4	1
146.01	2	4	0
159.0051	2	4	1
164.0032	2	4	1
170.0009	20	3	0
190.0037	2	2	0
195.0015	2	2	1
199.01	2	2	1
211.0054	2	2	1
218.0028	2	2	1
224.0105	2	2	1
228.009	2	2	1
233.0071	2	2	1
240.0044	2	4	0
245.0025	2	4	0
251.0102	2	4	0
255.0087	2	4	1
262.006	2	4	1
266.0045	2	4	1
271.0026	2	4	1
284.0077	2	4	1
290.0055	2	2	1
295.0036	2	2	1
305.0098	2	2	1
309.0083	2	2	1
316.0056	2	2	1
322.0034	2	2	1
328.0011	2	2	1
335.0084	2	2	1
340.0064	20	3	0
