onset	duration	trial_type	correct
0.0249	20	3	0
20.0073	2	4	1
26.005	2	4	1
36.0013	2	4	1
41.0094	2	4	1
47.0071	2	4	1
52.0052	2	4	1
59.0025	2	4	1
63.001	2	4	1
70.0084	2	4	0
76.0061	2	4	1
82.0038	2	4	1
89.0012	2	4	1
93.0097	2	4	1
100.007	2	4	1
105.0051	2	4	1
115.0013	2	4	0
120.0099	2	2	1
125.0076	2	2	1
129.0061	2	2	1
136.0034	2	2	1
142.0012	2	2	1
147.0093	2	2	1
159.0047	2	2	1
166.0021	2	2	1
170.0105	20	3	0
190.0029	2	1	1
197.0103	2	1	1
209.0057	2	1	1
213.0042	2	1	1
218.0023	2	1	0
224.01	2	1	1
229.0081	2	1	1
236.0055	2	1	0
240.004	2	2	1
247.0014	2	2	1
260.0065	2	2	1
265.0046	2	2	1
269.003	2	2	1
275.0108	2	2	1
280.0089	2	2	1
286.0066	2	2	1
290.005	2	1	0
295.0031	2	1	1
299.0016	2	1	1
306.009	2	1	1
310.0074	2	1	1
315.0055	2	1	1
327.001	2	1	1
334.0083	2	1	1
340.0061	20	3	0
