onset	duration	trial_type	correct
0.0204	20	3	0
20.0027	2	1	1
24.0012	2	1	1
29.0093	2	1	1
36.0066	2	1	1
40.0051	2	1	1
45.0032	2	1	1
51.0009	2	1	1
63.0063	2	1	1
70.0036	2	1	1
76.0013	2	1	1
82.009	2	1	1
89.0063	2	1	1
93.0048	2	1	1
103.001	2	1	1
108.0091	2	1	1
115.0064	2	1	1
120.0045	2	4	0
126.0022	2	4	1
133.0095	2	4	1
137.008	2	4	1
141.0064	2	4	0
146.0045	2	4	1
158.0099	2	4	1
165.0072	2	4	1
170.0053	20	3	0
190.0082	2	2	1
194.0062	2	2	1
200.0039	2	2	1
207.0012	2	2	0
213.0089	2	2	1
220.0063	2	2	1
225.0044	2	2	1
235.0105	2	2	1
240.0085	2	4	0
246.0062	2	4	1
257.002	2	4	1
264.0094	2	4	1
270.0071	2	4	1
277.0044	2	4	1
281.0029	2	4	0
285.0013	2	4	0
290.0095	2	2	1
295.0076	2	2	1
302.0049	2	2	1
306.0034	2	2	1
312.0011	2	2	1
317.0092	2	2	1
323.0069	2	2	1
333.003	2	2	1
340.0103	20	3	0
