onset	duration	trial_type	correct
0.0166	20	3	0
20.0094	2	2	1
25.0072	2	2	1
32.0045	2	2	1
39.0019	2	2	1
45.0096	2	2	0
57.005	2	2	1
62.0031	2	2	0
66.0016	2	2	1
70.0101	2	2	0
74.0086	2	2	1
85.0045	2	2	0
92.0018	2	2	1
98.0095	2	2	1
105.0069	2	2	1
109.0053	2	2	0
115.0031	2	2	1
119.9997	2	1	1
125.0092	2	1	1
132.0066	2	1	1
139.0039	2	1	1
145.0016	2	1	1
155.0078	2	1	0
160.0059	2	1	0
164.0044	2	1	1
170.0022	20	3	0
190.0046	2	4	1
195.0027	2	4	0
202.01	2	4	1
206.0085	2	4	1
212.0062	2	4	1
219.0036	2	4	1
231.009	2	4	1
235.0075	2	4	1
240.0056	2	1	1
247.003	2	1	0
251.0015	2	1	1
263.0069	2	1	1
268.005	2	1	1
272.0035	2	1	1
279.0009	2	1	0
284.009	2	1	1
290.0067	2	4	0
294.0052	2	4	1
299.0033	2	4	1
305.001	2	4	1
311.0087	2	4	1
316.0068	2	4	1
320.0053	2	4	1
333.0104	2	4	1
340.0077	20	3	0
