onset	duration	trial_type	correct
0.0245	20	3	0
20.007	2	1	0
27.0043	2	1	1
33.002	2	1	1
38.0101	2	1	1
43.0083	2	1	1
47.0067	2	1	1
54.0041	2	1	1
66.0095	2	1	1
70.008	2	1	1
77.0054	2	1	1
89.0008	2	1	0
94.0089	2	1	0
99.007	2	1	0
103.0055	2	1	1
110.0029	2	1	1
114.0013	2	1	1
120.0091	2	4	1
127.0064	2	4	1
133.0041	2	4	1
137.0026	2	4	1
142.0007	2	4	1
146.0092	2	4	1
159.0043	2	4	1
164.0024	2	4	1
170.0101	20	3	0
190.003	2	2	0
195.0107	2	2	1
199.0092	2	2	1
211.0047	2	2	0
218.002	2	2	1
224.0097	2	2	1
228.0082	2	2	1
233.0064	2	2	1
240.0036	2	4	0
245.0017	2	4	0
251.0094	2	4	0
255.0079	2	4	1
262.0053	2	4	1
266.0038	2	4	1
271.0019	2	4	1
284.0069	2	4	1
290.0047	2	2	0
295.0028	2	2	1
305.009	2	2	1
309.0075	2	2	1
316.0049	2	2	1
322.0026	2	2	1
328.0103	2	2	1
335.0077	2	2	1
340.0057	20	3	0
