onset	duration	trial_type	correct
0.0228	20	3	0
20.0052	2	4	1
27.0025	2	4	1
33.0102	2	4	1
38.0083	2	4	1
42.0068	2	4	1
48.0045	2	4	0
61.0095	2	4	1
65.008	2	4	0
70.006	2	4	1
77.0034	2	4	1
83.0011	2	4	1
87.0095	2	4	1
94.0069	2	4	1
98.0053	2	4	0
110.0007	2	4	1
115.0088	2	4	1
120.0073	2	2	1
125.0051	2	2	1
131.0028	2	2	1
138.0101	2	2	1
149.0059	2	2	1
153.0044	2	2	0
160.0017	2	2	1
166.0094	2	2	1
170.0078	20	3	0
190.0101	2	1	1
197.0075	2	1	1
202.0055	2	1	1
212.0017	2	1	1
219.009	2	1	1
223.0075	2	1	1
229.0052	2	1	1
234.0033	2	1	1
240.0011	2	2	1
247.0084	2	2	1
251.0069	2	2	1
258.0042	2	2	1
268.0132	2	2	1
273.0084	2	2	1
279.0061	2	2	1
284.0042	2	2	1
290.0019	2	1	0
297.0092	2	1	1
303.0069	2	1	1
309.0046	2	1	1
320.0104	2	1	1
324.0089	2	1	1
329.0069	2	1	1
336.0043	2	1	1
340.0027	20	3	0
