onset	duration	trial_type	correct
0.1081	20	3	0
20.0107	2	4	0
27.008	2	4	1
33.0058	2	4	1
38.0039	2	4	1
42.0024	2	4	1
48.0101	2	4	1
61.0052	2	4	1
65.0038	2	4	1
70.0119	2	4	1
77.0066	2	4	1
83.007	2	4	1
87.0055	2	4	1
94.0029	2	4	1
98.0014	2	4	1
110.0069	2	4	0
115.005	2	4	1
120.0037	2	2	1
125.0014	2	2	1
131.0092	2	2	1
138.0065	2	2	1
149.0024	2	2	1
153.0234	2	2	1
160.0083	2	2	1
166.0061	2	2	1
170.0044	20	3	0
190.0069	2	1	1
197.0042	2	1	0
202.0024	2	1	1
212.0086	2	1	1
219.006	2	1	0
223.0045	2	1	0
229.0023	2	1	1
234.0104	2	1	0
240.0083	2	2	1
247.0057	2	2	1
251.0042	2	2	0
258.0015	2	2	1
268.0078	2	2	1
273.006	2	2	1
279.0037	2	2	1
284.0019	2	2	1
290.0094	2	1	1
297.0067	2	1	1
303.0045	2	1	1
309.0022	2	1	1
320.0081	2	1	1
324.0066	2	1	1
329.0047	2	1	0
336.0021	2	1	1
340.0106	20	3	0
