onset	duration	trial_type	correct
0.0199	20	3	0
20.0024	2	4	1
26.0101	2	4	1
36.0063	2	4	1
41.0044	2	4	1
47.0022	2	4	1
52.0103	2	4	1
59.0076	2	4	1
63.0061	2	4	1
70.0034	2	4	0
76.0012	2	4	1
82.0089	2	4	0
89.0063	2	4	1
93.0047	2	4	1
100.0021	2	4	1
105.0102	2	4	1
115.0064	2	4	1
120.0049	2	2	1
125.0027	2	2	1
129.0012	2	2	1
136.0085	2	2	1
142.0062	2	2	0
147.0043	2	2	1
159.0098	2	2	0
166.0071	2	2	1
170.0056	20	3	0
190.008	2	1	1
197.0053	2	1	1
209.0008	2	1	1
213.0093	2	1	1
218.0074	2	1	0
224.0051	2	1	1
229.0032	2	1	1
236.0106	2	1	0
240.0091	2	2	1
247.0065	2	2	1
260.0016	2	2	1
265.0097	2	2	1
269.0081	2	2	0
275.0059	2	2	1
280.004	2	2	1
286.0017	2	2	1
290.0101	2	1	1
295.0082	2	1	1
299.0067	2	1	1
306.0041	2	1	1
310.0025	2	1	1
315.0106	2	1	1
327.0061	2	1	1
334.0035	2	1	1
340.0012	20	3	0
