onset	duration	trial_type	correct
0.0177	20	3	0
20.0107	2	2	1
25.0084	2	2	1
32.0058	2	2	1
39.0032	2	2	0
45.001	2	2	1
57.0065	2	2	1
62.0046	2	2	1
66.0031	2	2	1
70.0016	2	2	1
74.0101	2	2	1
85.006	2	2	1
92.0034	2	2	1
98.0011	2	2	1
105.0085	2	2	1
109.007	2	2	1
115.0047	2	2	0
120.0028	2	1	1
125.0009	2	1	1
132.0083	2	1	0
139.0057	2	1	1
145.0035	2	1	1
155.0097	2	1	1
160.0078	2	1	0
164.0063	2	1	1
170.0041	20	3	0
190.0066	2	4	1
195.0047	2	4	1
202.0021	2	4	0
206.0106	2	4	0
212.0084	2	4	1
219.0057	2	4	1
231.0013	2	4	1
235.0097	2	4	0
240.0079	2	1	1
247.0053	2	1	1
251.0038	2	1	0
263.0093	2	1	1
268.0074	2	1	0
272.0059	2	1	1
279.0033	2	1	1
284.0014	2	1	1
290.0091	2	4	1
294.0077	2	4	0
299.0058	2	4	0
305.0035	2	4	1
311.0013	2	4	1
316.0094	2	4	1
320.0079	2	4	1
333.003	2	4	1
340.0104	20	3	0
