onset	duration	trial_type	correct
0.0168	20	3	0
20.0092	2	4	0
27.0065	2	4	1
33.0042	2	4	1
38.0023	2	4	1
42.0108	2	4	1
48.0085	2	4	0
61.0035	2	4	1
65.002	2	4	1
70.0101	2	4	1
77.0074	2	4	1
83.0051	2	4	1
87.0036	2	4	1
94.0009	2	4	1
98.0093	2	4	0
110.0048	2	4	0
115.0028	2	4	1
120.0014	2	2	1
125.0091	2	2	1
131.0068	2	2	1
138.0041	2	2	1
149.0099	2	2	1
153.0084	2	2	0
160.0057	2	2	1
166.0034	2	2	1
170.0018	20	3	0
190.0041	2	1	1
197.0015	2	1	1
202.0096	2	1	1
212.0057	2	1	1
219.0031	2	1	1
223.0015	2	1	1
229.0092	2	1	1
234.0073	2	1	1
240.0051	2	2	1
247.0024	2	2	1
251.0009	2	2	1
258.0082	2	2	1
268.0044	2	2	1
273.0025	2	2	1
279.0102	2	2	1
284.0082	2	2	1
290.0059	2	1	0
297.0032	2	1	1
303.0009	2	1	1
309.0086	2	1	1
320.0044	2	1	1
324.0029	2	1	1
329.001	2	1	1
336.0083	2	1	1
340.0068	20	3	0
