onset	duration	trial_type	correct
0.0217	20	3	0
20.0016	2	4	1
27.0015	2	4	1
33.0015	2	4	1
38.0014	2	4	1
42.0014	2	4	1
48.0014	2	4	1
61.0013	2	4	1
65.0012	2	4	1
69.9997	2	4	1
77.0011	2	4	1
83.0011	2	4	1
87.0011	2	4	1
94.001	2	4	1
98.001	2	4	0
110.0009	2	4	1
115.0008	2	4	1
120.0013	2	2	1
125.0008	2	2	1
131.0008	2	2	1
138.0107	2	2	1
149.0106	2	2	1
153.0106	2	2	0
160.0106	2	2	1
166.0105	2	2	1
170.0104	20	3	0
190.0103	2	1	1
197.0102	2	1	1
202.0102	2	1	1
212.0101	2	1	0
219.01	2	1	1
223.01	2	1	0
229.01	2	1	0
234.0099	2	1	1
240.01	2	2	1
247.01	2	2	1
251.0099	2	2	1
258.0099	2	2	1
268.0098	2	2	1
273.0097	2	2	1
279.0097	2	2	1
284.0096	2	2	0
290.0095	2	1	0
297.0094	2	1	1
303.0094	2	1	1
309.0094	2	1	1
320.0093	2	1	0
324.0092	2	1	1
329.0092	2	1	1
336.0091	2	1	1
340.0091	20	3	0
