onset	duration	trial_type	correct
0.0299	20	3	0
20.0098	2	1	0
27.0097	2	1	1
33.0097	2	1	1
38.0096	2	1	1
43.0096	2	1	0
47.0096	2	1	1
54.0095	2	1	1
66.0094	2	1	1
70.0094	2	1	1
77.0094	2	1	1
89.0093	2	1	1
94.0092	2	1	0
99.0092	2	1	0
103.0092	2	1	1
110.0091	2	1	1
114.0091	2	1	1
120.009	2	4	1
127.009	2	4	1
133.0089	2	4	1
137.0089	2	4	1
142.0089	2	4	1
146.0088	2	4	0
159.0087	2	4	1
164.0087	2	4	1
170.0086	20	3	0
190.0089	2	2	1
195.0085	2	2	1
199.0085	2	2	1
211.0084	2	2	0
218.0084	2	2	1
224.0083	2	2	1
228.0083	2	2	1
233.0082	2	2	0
240.0081	2	4	1
245.0081	2	4	1
251.008	2	4	0
255.008	2	4	1
262.008	2	4	1
266.0079	2	4	1
271.0079	2	4	1
284.0078	2	4	0
290.0078	2	2	0
295.0078	2	2	1
305.0077	2	2	1
309.0077	2	2	1
316.0076	2	2	1
322.0076	2	2	1
328.0075	2	2	1
335.0075	2	2	0
340.0074	20	3	0
