onset	duration	trial_type	correct
0.0196	20	3	0
20.0025	2	2	1
25.0102	2	2	1
37.0057	2	2	1
44.003	2	2	1
51.0104	2	2	1
57.0081	2	2	1
62.0062	2	2	1
66.0047	2	2	0
70.0032	2	2	1
76.0009	2	2	1
83.0083	2	2	1
87.0068	2	2	0
98.0026	2	2	1
104.0103	2	2	1
109.0084	2	2	1
113.0069	2	2	1
120.0042	2	1	1
124.0027	2	1	1
130.0104	2	1	1
137.0078	2	1	1
141.0062	2	1	0
146.0043	2	1	1
159.0094	2	1	1
165.0071	2	1	1
170.0053	20	3	0
190.0077	2	4	1
195.0058	2	4	1
205.002	2	4	1
212.0093	2	4	1
216.0078	2	4	1
222.0056	2	4	1
227.0037	2	4	0
233.0013	2	4	1
240.0087	2	1	1
247.0061	2	1	1
252.0042	2	1	1
258.0019	2	1	1
265.0093	2	1	1
271.007	2	1	1
281.0032	2	1	0
286.0013	2	1	1
290.0098	2	4	1
297.0071	2	4	0
301.0056	2	4	1
312.0015	2	4	1
316.0099	2	4	1
322.0077	2	4	1
329.005	2	4	1
335.0027	2	4	1
340.0008	20	3	0
