onset	duration	trial_type	correct
0.0231	20	3	0
20.0055	2	1	1
24.004	2	1	1
29.0021	2	1	1
36.0095	2	1	1
40.008	2	1	1
45.0061	2	1	1
51.0038	2	1	1
63.0092	2	1	1
70.0066	2	1	1
76.0043	2	1	1
82.0021	2	1	1
89.0094	2	1	1
93.0079	2	1	1
103.0041	2	1	1
108.0022	2	1	1
115.0095	2	1	1
120.0077	2	4	0
126.0054	2	4	1
133.0027	2	4	1
137.0012	2	4	1
141.0097	2	4	1
146.0078	2	4	0
158.0033	2	4	1
165.0106	2	4	1
170.0087	20	3	0
190.0016	2	2	1
194.0097	2	2	1
200.0074	2	2	1
207.0048	2	2	1
213.0025	2	2	1
220.0098	2	2	1
225.0079	2	2	1
235.0041	2	2	1
240.0022	2	4	1
246.0099	2	4	1
257.0058	2	4	1
264.0031	2	4	1
270.0008	2	4	1
277.0082	2	4	1
281.0067	2	4	1
285.0051	2	4	1
290.0033	2	2	1
295.0014	2	2	1
302.0088	2	2	1
306.0072	2	2	1
312.005	2	2	1
317.0031	2	2	1
323.0008	2	2	1
333.007	2	2	1
340.0043	20	3	0
