onset	duration	trial_type	correct
0.0186	20	3	0
20.0016	2	2	0
25.0093	2	2	0
37.0048	2	2	1
44.0022	2	2	1
51.0096	2	2	1
57.0073	2	2	1
62.0055	2	2	1
66.004	2	2	0
70.0025	2	2	0
76.0102	2	2	1
83.0076	2	2	1
87.0061	2	2	1
98.002	2	2	1
104.0098	2	2	1
109.0079	2	2	1
113.0064	2	2	1
120.0037	2	1	1
124.0022	2	1	1
130.01	2	1	1
137.0074	2	1	1
141.0059	2	1	0
146.004	2	1	1
159.0091	2	1	1
165.0069	2	1	1
170.005	20	3	0
190.0075	2	4	1
195.0057	2	4	1
205.0019	2	4	1
212.0093	2	4	1
216.0078	2	4	1
222.0056	2	4	1
227.0037	2	4	1
233.0015	2	4	1
240.0089	2	1	1
247.0062	2	1	1
252.0044	2	1	1
258.0021	2	1	1
265.0095	2	1	1
271.0073	2	1	1
281.0035	2	1	1
286.0017	2	1	1
290.0102	2	4	1
297.0075	2	4	1
301.006	2	4	1
312.0019	2	4	1
316.0104	2	4	1
322.0082	2	4	1
329.0056	2	4	1
335.0033	2	4	1
340.0015	20	3	0
