onset	duration	trial_type	correct
0.0241	20	3	0
20.0045	2	2	0
25.004	2	2	1
32.0039	2	2	1
39.0039	2	2	1
45.0038	2	2	1
57.0038	2	2	1
62.0037	2	2	0
66.0037	2	2	1
70.0037	2	2	1
74.0036	2	2	1
85.0036	2	2	1
92.0035	2	2	1
98.0035	2	2	1
105.0034	2	2	1
109.0034	2	2	0
115.0034	2	2	1
120.0033	2	1	1
125.0032	2	1	0
132.0032	2	1	1
139.0032	2	1	0
145.0031	2	1	1
155.003	2	1	1
160.003	2	1	1
164.003	2	1	1
170.0029	20	3	0
190.0028	2	4	0
195.0028	2	4	0
202.0027	2	4	1
206.0027	2	4	1
212.0027	2	4	1
219.0026	2	4	1
231.0025	2	4	0
235.0025	2	4	0
240.0025	2	1	1
247.0024	2	1	0
251.0024	2	1	0
263.0023	2	1	0
268.0023	2	1	0
272.0023	2	1	1
279.0022	2	1	1
284.0022	2	1	1
290.0021	2	4	1
294.0021	2	4	0
299.0021	2	4	0
305.002	2	4	1
311.002	2	4	1
316.002	2	4	0
320.0019	2	4	1
333.0018	2	4	1
340.0018	20	3	0
