onset	duration	trial_type	correct
0.0262	20	3	0
20.0086	2	4	1
26.0063	2	4	1
36.0024	2	4	1
41.0105	2	4	1
47.0082	2	4	1
52.0063	2	4	1
59.0036	2	4	1
63.0021	2	4	1
70.0094	2	4	1
76.0071	2	4	1
82.0048	2	4	1
89.0022	2	4	1
93.0106	2	4	1
100.008	2	4	1
105.0061	2	4	1
115.0022	2	4	0
120.0108	2	2	1
125.0085	2	2	1
129.0069	2	2	1
136.0043	2	2	1
142.002	2	2	0
147.0101	2	2	1
159.0055	2	2	1
166.0028	2	2	1
170.0012	20	3	0
190.0036	2	1	1
197.0009	2	1	1
209.0063	2	1	1
213.0048	2	1	1
218.0028	2	1	0
224.0106	2	1	1
229.0086	2	1	1
236.006	2	1	0
240.0045	2	2	1
247.0018	2	2	1
260.0069	2	2	1
265.0049	2	2	1
269.0034	2	2	1
275.0011	2	2	1
280.0092	2	2	1
286.007	2	2	1
290.0053	2	1	1
295.0034	2	1	1
299.0019	2	1	1
306.0092	2	1	1
310.0077	2	1	1
315.0058	2	1	1
327.0012	2	1	1
334.0085	2	1	1
340.0062	20	3	0
