onset	duration	trial_type	correct
0.0289	20	3	0
20.0093	2	2	1
25.0089	2	2	1
37.0088	2	2	1
44.0088	2	2	1
51.0088	2	2	1
57.0087	2	2	1
62.0087	2	2	1
66.0087	2	2	0
70.0087	2	2	0
76.0087	2	2	1
83.0086	2	2	1
87.0086	2	2	1
98.0086	2	2	1
104.0085	2	2	1
109.0085	2	2	1
113.0085	2	2	1
120.0084	2	1	1
124.0084	2	1	1
130.0084	2	1	1
137.0083	2	1	1
141.0083	2	1	1
146.0083	2	1	1
159.0082	2	1	1
165.0082	2	1	1
170.0082	20	3	0
190.0081	2	4	1
195.0081	2	4	1
205.008	2	4	1
212.008	2	4	1
216.008	2	4	1
222.0079	2	4	1
227.0079	2	4	1
233.0079	2	4	1
240.0079	2	1	1
247.0078	2	1	1
252.0078	2	1	1
258.0078	2	1	1
265.0078	2	1	1
271.0077	2	1	1
281.0077	2	1	1
286.0077	2	1	1
290.0076	2	4	1
297.0076	2	4	1
301.0076	2	4	1
312.0075	2	4	1
316.0075	2	4	1
322.0075	2	4	1
329.0075	2	4	1
335.0074	2	4	1
340.0074	20	3	0
