onset	duration	trial_type	correct
0.0212	20	3	0
20.0017	2	2	0
25.0013	2	2	0
32.0013	2	2	0
39.0012	2	2	0
45.0012	2	2	0
57.0011	2	2	0
62.0011	2	2	0
66.001	2	2	0
70.001	2	2	0
74.001	2	2	0
85.0009	2	2	0
92.0009	2	2	0
98.0008	2	2	0
105.0008	2	2	0
109.0107	2	2	0
115.0107	2	2	0
120.0106	2	1	0
125.0106	2	1	0
132.0105	2	1	0
139.0105	2	1	0
145.0104	2	1	0
155.0104	2	1	0
160.0103	2	1	0
164.0103	2	1	0
170.0103	20	3	0
190.0101	2	4	0
195.0101	2	4	0
202.0101	2	4	0
206.01	2	4	0
212.01	2	4	0
219.0099	2	4	0
231.0099	2	4	0
235.0098	2	4	0
240.0098	2	1	0
247.0098	2	1	0
251.0097	2	1	0
263.0096	2	1	0
268.0096	2	1	0
272.0096	2	1	0
279.0095	2	1	0
284.0095	2	1	0
290.0095	2	4	0
294.0094	2	4	0
299.0094	2	4	0
305.0094	2	4	0
311.0093	2	4	0
316.0093	2	4	0
320.0093	2	4	0
333.0092	2	4	0
340.0091	20	3	0
