onset	duration	trial_type
0	21	1
21.012	5	2
26.0301	31	4
57.2383	21	1
78.2503	5	2
83.2684	31	3
114.4766	21	1
135.4886	5	2
140.5068	31	5
171.7149	21	1
192.727	5	2
197.7451	31	4
228.9532	21	1
249.9618	5	2
254.9734	31	3
286.1815	21	1
307.1936	5	2
312.2117	31	5
343.4098	21	1
364.4219	5	2
369.44	31	5
400.6481	21	1
421.6602	5	2
426.6783	31	4
457.8865	21	1
478.8985	5	2
483.9166	31	4
515.1248	21	1
536.1368	5	2
541.1549	31	3
572.3631	21	1
593.3751	5	2
598.3932	31	3
629.6014	21	1
650.6134	5	2
655.6315	31	5
686.8397	21	1
