onset	duration	trial_type	correct
0.0287	20	3	0
20.0086	2	4	0
27.0086	2	4	1
33.0086	2	4	1
38.0086	2	4	1
42.0085	2	4	1
48.0085	2	4	1
61.0085	2	4	1
65.0085	2	4	1
70.0084	2	4	1
77.0084	2	4	1
83.0084	2	4	1
87.0084	2	4	1
94.0084	2	4	1
98.0083	2	4	1
110.0083	2	4	0
115.0083	2	4	1
120.0087	2	2	1
125.0083	2	2	1
131.0083	2	2	1
138.0083	2	2	1
149.0082	2	2	1
153.0082	2	2	1
160.0082	2	2	0
166.0082	2	2	0
170.0081	20	3	0
190.008	2	1	1
197.008	2	1	1
202.008	2	1	1
212.0079	2	1	1
219.0079	2	1	1
223.0079	2	1	1
229.0079	2	1	1
234.0078	2	1	1
240.0079	2	2	1
247.0079	2	2	1
251.0079	2	2	1
258.0078	2	2	1
268.0078	2	2	0
273.0078	2	2	1
279.0078	2	2	1
284.0077	2	2	0
290.0077	2	1	1
297.0076	2	1	0
303.0076	2	1	1
309.0076	2	1	1
320.0076	2	1	0
324.0075	2	1	1
329.0075	2	1	1
336.0075	2	1	1
340.0075	20	3	0
