onset	duration	trial_type	correct
0.0163	20	3	0
20.0088	2	4	0
26.0066	2	4	0
36.0028	2	4	0
41.001	2	4	0
47.0087	2	4	0
52.0068	2	4	0
59.0042	2	4	0
63.0027	2	4	0
70.0101	2	4	0
76.0079	2	4	0
82.0056	2	4	1
89.003	2	4	1
93.0015	2	4	0
100.0089	2	4	0
105.007	2	4	1
115.0033	2	4	1
120.0018	2	2	1
125.0096	2	2	0
129.0081	2	2	1
136.0055	2	2	1
142.0032	2	2	1
147.0014	2	2	1
159.0069	2	2	1
166.0043	2	2	1
170.0027	20	3	0
190.0052	2	1	0
197.0026	2	1	1
209.0081	2	1	1
213.0066	2	1	1
218.0048	2	1	0
224.0025	2	1	1
229.0006	2	1	1
236.008	2	1	0
240.0066	2	2	1
247.004	2	2	1
260.0091	2	2	1
265.0072	2	2	1
269.0057	2	2	1
275.0035	2	2	1
280.0016	2	2	1
286.0094	2	2	1
290.0078	2	1	1
295.0059	2	1	0
299.0045	2	1	1
306.0018	2	1	1
310.0103	2	1	1
315.0085	2	1	0
327.004	2	1	1
334.0014	2	1	1
340.0091	20	3	0
