onset	duration	trial_type	correct
0.0164	20	3	0
20.009	2	4	1
27.0063	2	4	1
32.9997	2	4	1
38.0022	2	4	1
42.0007	2	4	1
48.0085	2	4	1
61.0036	2	4	1
65.0021	2	4	1
70.0102	2	4	1
77.0076	2	4	1
83.0054	2	4	1
87.0039	2	4	1
94.0013	2	4	1
98.0098	2	4	1
110.0053	2	4	0
115.0034	2	4	1
120.002	2	2	1
125.0098	2	2	1
131.0075	2	2	1
138.0049	2	2	1
149.0108	2	2	1
153.0093	2	2	1
160.0067	2	2	1
166.0044	2	2	1
170.0029	20	3	0
190.0054	2	1	1
197.0028	2	1	1
202.0009	2	1	1
212.0071	2	1	1
219.0045	2	1	1
223.003	2	1	1
229.0008	2	1	1
234.0089	2	1	1
240.0067	2	2	1
247.0041	2	2	1
251.0026	2	2	1
258.01	2	2	1
268.0063	2	2	1
273.0044	2	2	1
279.0021	2	2	1
284.0103	2	2	1
290.008	2	1	1
297.0053	2	1	0
303.0031	2	1	1
309.0009	2	1	1
320.0067	2	1	1
324.0052	2	1	1
329.0033	2	1	1
336.0008	2	1	1
340.0093	20	3	0
