onset	duration	trial_type	correct
0.0202	20	3	0
20.0031	2	2	1
25.0008	2	2	1
32.0081	2	2	1
39.0055	2	2	1
45.0032	2	2	0
57.0087	2	2	1
62.0068	2	2	0
66.0053	2	2	1
70.0037	2	2	0
74.0022	2	2	1
85.0081	2	2	0
92.0054	2	2	1
98.0031	2	2	0
105.0105	2	2	0
109.009	2	2	0
115.0067	2	2	1
120.0047	2	1	1
125.0029	2	1	1
132.0102	2	1	1
139.0075	2	1	1
145.0053	2	1	1
155.0015	2	1	1
160.0096	2	1	1
164.0081	2	1	1
170.0058	20	3	0
190.0082	2	4	1
195.0063	2	4	1
202.0022	2	4	0
206.0022	2	4	1
212.0099	2	4	1
219.0072	2	4	1
231.0027	2	4	1
235.0012	2	4	1
240.0093	2	1	1
247.0066	2	1	0
251.0051	2	1	1
263.0106	2	1	1
268.0087	2	1	1
272.0072	2	1	1
279.0045	2	1	1
284.0026	2	1	1
290.0103	2	4	0
294.0088	2	4	0
299.0069	2	4	1
305.0047	2	4	1
311.0024	2	4	1
316.0105	2	4	1
320.009	2	4	1
333.0041	2	4	1
340.0014	20	3	0
