onset	duration	trial_type	correct
0.0267	20	3	0
20.0065	2	4	1
26.0065	2	4	1
36.0064	2	4	1
41.0064	2	4	1
47.0064	2	4	1
52.0063	2	4	1
59.0063	2	4	0
63.0063	2	4	1
70.0062	2	4	1
76.0062	2	4	1
82.0061	2	4	0
89.0061	2	4	1
93.0061	2	4	1
100.006	2	4	1
105.006	2	4	1
115.0059	2	4	1
120.0063	2	2	0
125.0059	2	2	0
129.0059	2	2	1
136.0058	2	2	1
142.0058	2	2	0
147.0058	2	2	1
159.0057	2	2	1
166.0056	2	2	1
170.0055	20	3	0
190.0054	2	1	1
197.0054	2	1	0
209.0053	2	1	1
213.0053	2	1	0
218.0052	2	1	0
224.0052	2	1	1
229.0052	2	1	1
236.0051	2	1	1
240.0051	2	2	1
247.0051	2	2	1
260.005	2	2	1
265.005	2	2	1
269.0049	2	2	0
275.0049	2	2	1
280.0071	2	2	1
286.0048	2	2	1
290.0047	2	1	1
295.0047	2	1	1
299.0047	2	1	1
306.0046	2	1	1
310.0046	2	1	1
315.0046	2	1	1
327.0045	2	1	1
334.0044	2	1	1
340.0044	20	3	0
