onset	duration	trial_type	correct
0.0205	20	3	0
20.0035	2	2	1
25.0012	2	2	1
37.0067	2	2	1
44.0041	2	2	1
51.0015	2	2	1
57.0092	2	2	1
62.0074	2	2	1
66.0059	2	2	0
70.0044	2	2	0
76.0021	2	2	1
83.0095	2	2	1
87.008	2	2	1
98.0039	2	2	1
104.0017	2	2	1
109.0098	2	2	1
113.0083	2	2	1
120.0056	2	1	1
124.0041	2	1	1
130.0019	2	1	1
137.0093	2	1	1
141.0078	2	1	1
146.0059	2	1	1
159.001	2	1	1
165.0088	2	1	1
170.0069	20	3	0
190.0094	2	4	1
195.0076	2	4	1
205.0038	2	4	1
212.0012	2	4	1
216.0097	2	4	1
222.0075	2	4	0
227.0056	2	4	1
233.0033	2	4	1
240.0008	2	1	1
247.0081	2	1	0
252.0063	2	1	1
258.004	2	1	1
265.0014	2	1	1
271.0092	2	1	1
281.0054	2	1	1
286.0035	2	1	1
290.0021	2	4	1
297.0094	2	4	1
301.0079	2	4	1
312.0038	2	4	1
316.0023	2	4	1
322.0101	2	4	1
329.0075	2	4	1
335.0052	2	4	1
340.0034	20	3	0
