onset	duration	trial_type	correct
0.0273	20	3	0
20.0077	2	2	0
25.0073	2	2	1
32.0073	2	2	1
39.0072	2	2	0
45.0072	2	2	1
57.0072	2	2	1
62.0071	2	2	1
66.0071	2	2	1
70.0071	2	2	1
74.0071	2	2	0
85.007	2	2	0
92.007	2	2	1
98.007	2	2	1
105.0069	2	2	1
109.0069	2	2	1
115.0069	2	2	0
120.0068	2	1	1
125.0068	2	1	1
132.0067	2	1	0
139.0067	2	1	0
145.0067	2	1	1
155.0066	2	1	1
160.0066	2	1	0
164.0066	2	1	1
170.0066	20	3	0
190.0065	2	4	1
195.0065	2	4	1
202.0064	2	4	0
206.0064	2	4	1
212.0064	2	4	0
219.0064	2	4	1
231.0063	2	4	1
235.0063	2	4	0
240.0063	2	1	1
247.0062	2	1	0
251.0062	2	1	0
263.0062	2	1	1
268.0061	2	1	0
272.0061	2	1	0
279.0061	2	1	1
284.0061	2	1	1
290.006	2	4	1
294.006	2	4	0
299.006	2	4	0
305.006	2	4	1
311.006	2	4	1
316.0059	2	4	1
320.0059	2	4	1
333.0058	2	4	1
340.0058	20	3	0
