onset	duration	trial_type	correct
0.0251	20	3	0
20.005	2	1	1
27.0049	2	1	1
33.0049	2	1	1
38.0049	2	1	1
43.0048	2	1	1
47.0048	2	1	1
54.0048	2	1	1
66.0047	2	1	0
70.0047	2	1	1
77.0046	2	1	1
89.0045	2	1	0
94.0045	2	1	1
99.0045	2	1	1
103.0044	2	1	1
110.0044	2	1	1
114.0044	2	1	1
120.0043	2	4	1
127.0043	2	4	1
133.0042	2	4	1
137.0042	2	4	1
142.0042	2	4	1
146.0041	2	4	0
159.004	2	4	1
164.004	2	4	1
170.004	20	3	0
190.0043	2	2	1
195.0039	2	2	1
199.0038	2	2	1
211.0038	2	2	1
218.0037	2	2	1
224.0037	2	2	1
228.0036	2	2	0
233.0036	2	2	1
240.0035	2	4	1
245.0035	2	4	0
251.0034	2	4	1
255.0034	2	4	1
262.0033	2	4	1
266.0033	2	4	1
271.0033	2	4	1
284.0032	2	4	1
290.0032	2	2	1
295.0032	2	2	1
305.0031	2	2	1
309.0031	2	2	0
316.003	2	2	1
322.003	2	2	1
328.003	2	2	1
335.0029	2	2	1
340.0028	20	3	0
